ORDERNUMBER,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,PRICEEACH,SALES,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,STATE,TERRITORY,YEAR,MONTH,REVENUE
10300,2003-10-04,Shipped,Classic Cars,23,100.0,2807.61,"Blauer See Auto, Co.",Frankfurt,GERMANY,Small,Unknown,EMEA,2003,10,2300.0
10310,2004-10-16,Shipped,Classic Cars,25,100.0,2504.75,"Toms Spezialitten, Ltd",Koln,GERMANY,Small,Unknown,EMEA,2004,10,2500.0
10321,2004-11-04,Shipped,Classic Cars,24,100.0,2984.88,FunGiftIdeas.com,New Bedford,USA,Small,MA,Unknown,2004,11,2400.0
10329,2004-11-15,Shipped,Classic Cars,39,64.74,2524.86,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,11,2524.8599999999997
10341,2004-11-24,Shipped,Classic Cars,55,75.2,4136.0,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2004,11,4136.0
10363,2005-01-06,Shipped,Classic Cars,46,88.45,4068.7,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2005,1,4068.7000000000003
10377,2005-02-09,Shipped,Classic Cars,50,100.0,5182.0,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2005,2,5000.0
10389,2005-03-03,Shipped,Classic Cars,47,100.0,5243.79,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2005,3,4700.0
10405,2005-04-14,Shipped,Classic Cars,97,93.28,9048.16,Mini Caravy,Strasbourg,FRANCE,Large,Unknown,EMEA,2005,4,9048.16
10419,2005-05-17,Shipped,Classic Cars,32,100.0,3832.64,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2005,5,3200.0
10103,2003-01-29,Shipped,Trucks and Buses,35,100.0,3920.0,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2003,1,3500.0
10113,2003-03-26,Shipped,Trucks and Buses,49,100.0,4916.66,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,3,4900.0
10126,2003-05-28,Shipped,Trucks and Buses,38,100.0,3857.0,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Medium,Unknown,EMEA,2003,5,3800.0
10140,2003-07-24,Shipped,Trucks and Buses,32,100.0,4181.44,Technics Stores Inc.,Burlingame,USA,Medium,CA,Unknown,2003,7,3200.0
10150,2003-09-19,Shipped,Trucks and Buses,34,100.0,4641.0,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,9,3400.0
10164,2003-10-21,Resolved,Trucks and Buses,36,99.17,3570.12,Mini Auto Werke,Graz,AUSTRIA,Medium,Unknown,EMEA,2003,10,3570.12
10174,2003-11-06,Shipped,Trucks and Buses,48,93.34,4480.32,"Australian Gift Network, Co",South Brisbane,AUSTRALIA,Medium,Queensland,APAC,2003,11,4480.32
10183,2003-11-13,Shipped,Trucks and Buses,21,96.84,2033.64,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,PA,Unknown,2003,11,2033.64
10194,2003-11-25,Shipped,Trucks and Buses,21,93.34,1960.14,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2003,11,1960.14
10206,2003-12-05,Shipped,Trucks and Buses,34,100.0,3966.78,Canadian Gift Exchange Network,Vancouver,CANADA,Medium,BC,Unknown,2003,12,3400.0
10215,2004-01-29,Shipped,Trucks and Buses,46,100.0,5152.0,West Coast Collectables Co.,Burbank,USA,Medium,CA,Unknown,2004,1,4600.0
10228,2004-03-10,Shipped,Trucks and Buses,32,100.0,3360.0,Cambridge Collectables Co.,Cambridge,USA,Medium,MA,Unknown,2004,3,3200.0
10245,2004-05-04,Shipped,Trucks and Buses,29,100.0,3451.0,Super Scale Inc.,New Haven,USA,Medium,CT,Unknown,2004,5,2900.0
10258,2004-06-15,Shipped,Trucks and Buses,41,100.0,5453.0,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2004,6,4100.0
10270,2004-07-19,Shipped,Trucks and Buses,43,96.84,4164.12,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2004,7,4164.12
10280,2004-08-17,Shipped,Trucks and Buses,24,100.0,2800.08,Amica Models & Co.,Torino,ITALY,Small,Unknown,EMEA,2004,8,2400.0
10291,2004-09-08,Shipped,Trucks and Buses,41,100.0,4687.94,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2004,9,4100.0
10304,2004-10-11,Shipped,Trucks and Buses,46,98.0,4508.0,Auto Assoc. & Cie.,Versailles,FRANCE,Medium,Unknown,EMEA,2004,10,4508.0
10312,2004-10-21,Shipped,Trucks and Buses,32,100.0,4181.44,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,10,3200.0
10322,2004-11-04,Shipped,Trucks and Buses,22,100.0,2251.04,Online Diecast Creations Co.,Nashua,USA,Small,NH,Unknown,2004,11,2200.0
10333,2004-11-18,Shipped,Trucks and Buses,29,40.25,1167.25,Mini Wheels Co.,San Francisco,USA,Small,CA,Unknown,2004,11,1167.25
10347,2004-11-29,Shipped,Trucks and Buses,42,49.6,2083.2,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Small,Victoria,APAC,2004,11,2083.2000000000003
10357,2004-12-10,Shipped,Trucks and Buses,39,98.0,3822.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,12,3822.0
10370,2005-01-20,Shipped,Trucks and Buses,27,100.0,3911.49,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2005,1,2700.0
10381,2005-02-17,Shipped,Trucks and Buses,48,98.0,4704.0,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2005,2,4704.0
10391,2005-03-09,Shipped,Trucks and Buses,29,85.1,2467.9,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2005,3,2467.8999999999996
10411,2005-05-01,Shipped,Trucks and Buses,27,100.0,3213.0,Quebec Home Shopping Network,Montreal,CANADA,Medium,Quebec,Unknown,2005,5,2700.0
10424,2005-05-31,In Process,Trucks and Buses,54,100.0,7182.0,Euro Shopping Channel,Madrid,SPAIN,Large,Unknown,EMEA,2005,5,5400.0
10109,2003-03-10,Shipped,Classic Cars,26,100.0,4379.18,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2003,3,2600.0
10122,2003-05-08,Shipped,Classic Cars,34,100.0,5004.8,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2003,5,3400.0
10136,2003-07-04,Shipped,Classic Cars,25,100.0,3644.75,Alpha Cognac,Toulouse,FRANCE,Medium,Unknown,EMEA,2003,7,2500.0
10148,2003-09-11,Shipped,Classic Cars,23,100.0,2702.04,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2003,9,2300.0
10161,2003-10-17,Shipped,Classic Cars,28,100.0,3764.88,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2003,10,2800.0
10171,2003-11-05,Shipped,Classic Cars,35,100.0,4508.0,Quebec Home Shopping Network,Montreal,CANADA,Medium,Quebec,Unknown,2003,11,3500.0
10181,2003-11-12,Shipped,Classic Cars,44,100.0,5418.16,Herkku Gifts,Bergen,NORWAY,Medium,Unknown,EMEA,2003,11,4400.0
10192,2003-11-20,Shipped,Classic Cars,22,100.0,3300.66,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2003,11,2200.0
10204,2003-12-02,Shipped,Classic Cars,42,100.0,6182.4,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,4200.0
10212,2004-01-16,Shipped,Classic Cars,29,100.0,4186.73,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,2900.0
10225,2004-02-22,Shipped,Classic Cars,32,100.0,4529.28,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,2,3200.0
10240,2004-04-13,Shipped,Classic Cars,41,100.0,5628.89,Osaka Souveniers Co.,Osaka,JAPAN,Medium,Osaka,Japan,2004,4,4100.0
10253,2004-06-01,Cancelled,Classic Cars,26,100.0,3054.48,"UK Collectables, Ltd.",Liverpool,UK,Medium,Unknown,EMEA,2004,6,2600.0
10266,2004-07-06,Shipped,Classic Cars,21,100.0,2526.51,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2004,7,2100.0
10278,2004-08-06,Shipped,Classic Cars,34,100.0,4667.86,Signal Gift Stores,Las Vegas,USA,Medium,NV,Unknown,2004,8,3400.0
10287,2004-08-30,Shipped,Classic Cars,41,100.0,6499.32,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,4100.0
10301,2003-10-05,Shipped,Classic Cars,37,100.0,5917.78,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Medium,Unknown,EMEA,2003,10,3700.0
10310,2004-10-16,Shipped,Classic Cars,37,100.0,6231.91,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2004,10,3700.0
10321,2004-11-04,Shipped,Classic Cars,41,100.0,5803.14,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2004,11,4100.0
10331,2004-11-17,Shipped,Classic Cars,46,100.0,6434.02,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2004,11,4600.0
10342,2004-11-24,Shipped,Classic Cars,40,100.0,6454.4,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,4000.0
10356,2004-12-09,Shipped,Classic Cars,43,97.6,4196.8,Lyon Souveniers,Paris,FRANCE,Medium,Unknown,EMEA,2004,12,4196.8
10365,2005-01-07,Shipped,Classic Cars,30,87.06,2611.8,Mini Creations Ltd.,New Bedford,USA,Small,MA,Unknown,2005,1,2611.8
10377,2005-02-09,Shipped,Classic Cars,35,100.0,5895.05,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2005,2,3500.0
10390,2005-03-04,Shipped,Classic Cars,36,93.77,3375.72,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,3375.72
10406,2005-04-15,Disputed,Classic Cars,61,100.0,8374.69,Danish Wholesale Imports,Kobenhavn,DENMARK,Large,Unknown,EMEA,2005,4,6100.0
10419,2005-05-17,Shipped,Classic Cars,38,100.0,4464.24,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2005,5,3800.0
10102,2003-01-10,Shipped,Vintage Cars,39,100.0,4808.31,Vitachrome Inc.,NYC,USA,Medium,NY,Unknown,2003,1,3900.0
10111,2003-03-25,Shipped,Vintage Cars,33,99.66,3288.78,Mini Wheels Co.,San Francisco,USA,Medium,CA,Unknown,2003,3,3288.7799999999997
10125,2003-05-21,Shipped,Vintage Cars,32,100.0,3254.72,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2003,5,3200.0
10139,2003-07-16,Shipped,Vintage Cars,31,100.0,3184.94,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2003,7,3100.0
10149,2003-09-12,Shipped,Vintage Cars,50,100.0,5907.5,Signal Collectibles Ltd.,Brisbane,USA,Medium,CA,Unknown,2003,9,5000.0
10162,2003-10-18,Shipped,Vintage Cars,48,91.44,4389.12,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2003,10,4389.12
10173,2003-11-05,Shipped,Vintage Cars,43,100.0,5036.16,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,11,4300.0
10182,2003-11-12,Shipped,Vintage Cars,25,87.33,2183.25,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,11,2183.25
10193,2003-11-21,Shipped,Vintage Cars,28,100.0,3106.88,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Medium,Victoria,APAC,2003,11,2800.0
10205,2003-12-03,Shipped,Vintage Cars,36,100.0,3735.72,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,12,3600.0
10215,2004-01-29,Shipped,Vintage Cars,27,89.38,2413.26,West Coast Collectables Co.,Burbank,USA,Small,CA,Unknown,2004,1,2413.2599999999998
10227,2004-03-02,Shipped,Vintage Cars,25,100.0,2953.75,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,3,2500.0
10244,2004-04-29,Shipped,Vintage Cars,40,100.0,4684.8,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,4,4000.0
10256,2004-06-08,Shipped,Vintage Cars,34,95.55,3248.7,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2004,6,3248.7
10280,2004-08-17,Shipped,Vintage Cars,50,100.0,5239.5,Amica Models & Co.,Torino,ITALY,Medium,Unknown,EMEA,2004,8,5000.0
10289,2004-09-03,Shipped,Vintage Cars,38,100.0,4567.98,Herkku Gifts,Bergen,NORWAY,Medium,Unknown,EMEA,2004,9,3800.0
10304,2004-10-11,Shipped,Vintage Cars,37,95.55,3535.35,Auto Assoc. & Cie.,Versailles,FRANCE,Medium,Unknown,EMEA,2004,10,3535.35
10312,2004-10-21,Shipped,Vintage Cars,43,89.38,3843.34,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,10,3843.3399999999997
10322,2004-11-04,Shipped,Vintage Cars,43,86.3,3710.9,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2004,11,3710.9
10332,2004-11-17,Shipped,Vintage Cars,46,95.13,4375.98,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,11,4375.98
10346,2004-11-29,Shipped,Vintage Cars,42,36.11,1516.62,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2004,11,1516.62
10356,2004-12-09,Shipped,Vintage Cars,50,50.18,2509.0,Lyon Souveniers,Paris,FRANCE,Small,Unknown,EMEA,2004,12,2509.0
10369,2005-01-20,Shipped,Vintage Cars,44,100.0,9240.44,Collectables For Less Inc.,Brickhaven,USA,Large,MA,Unknown,2005,1,4400.0
10380,2005-02-16,Shipped,Vintage Cars,27,93.16,2515.32,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,2,2515.3199999999997
10391,2005-03-09,Shipped,Vintage Cars,35,100.0,5548.9,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2005,3,3500.0
10422,2005-05-30,In Process,Vintage Cars,51,95.55,4873.05,Diecast Classics Inc.,Allentown,USA,Medium,PA,Unknown,2005,5,4873.05
10102,2003-01-10,Shipped,Vintage Cars,41,50.14,2055.74,Vitachrome Inc.,NYC,USA,Small,NY,Unknown,2003,1,2055.7400000000002
10111,2003-03-25,Shipped,Vintage Cars,48,49.06,2354.88,Mini Wheels Co.,San Francisco,USA,Small,CA,Unknown,2003,3,2354.88
10126,2003-05-28,Shipped,Vintage Cars,42,54.99,2309.58,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2003,5,2309.58
10139,2003-07-16,Shipped,Vintage Cars,49,43.13,2113.37,Souveniers And Things Co.,Chatswood,AUSTRALIA,Small,NSW,APAC,2003,7,2113.3700000000003
10149,2003-09-12,Shipped,Vintage Cars,30,58.22,1746.6,Signal Collectibles Ltd.,Brisbane,USA,Small,CA,Unknown,2003,9,1746.6
10162,2003-10-18,Shipped,Vintage Cars,45,51.21,2304.45,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2003,10,2304.45
10173,2003-11-05,Shipped,Vintage Cars,48,44.21,2122.08,Rovelli Gifts,Bergamo,ITALY,Small,Unknown,EMEA,2003,11,2122.08
10182,2003-11-12,Shipped,Vintage Cars,32,54.45,1742.4,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,11,1742.4
10193,2003-11-21,Shipped,Vintage Cars,46,53.37,2455.02,"Australian Collectables, Ltd",Glen Waverly,AUSTRALIA,Small,Victoria,APAC,2003,11,2455.02
10205,2003-12-03,Shipped,Vintage Cars,48,63.61,3053.28,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,12,3053.2799999999997
10215,2004-01-29,Shipped,Vintage Cars,33,43.13,1423.29,West Coast Collectables Co.,Burbank,USA,Small,CA,Unknown,2004,1,1423.2900000000002
10227,2004-03-02,Shipped,Vintage Cars,31,48.52,1504.12,"Saveley & Henriot, Co.",Lyon,FRANCE,Small,Unknown,EMEA,2004,3,1504.1200000000001
10244,2004-04-29,Shipped,Vintage Cars,20,58.22,1164.4,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,4,1164.4
10256,2004-06-08,Shipped,Vintage Cars,29,51.75,1500.75,Danish Wholesale Imports,Kobenhavn,DENMARK,Small,Unknown,EMEA,2004,6,1500.75
10280,2004-08-17,Shipped,Vintage Cars,27,57.68,1557.36,Amica Models & Co.,Torino,ITALY,Small,Unknown,EMEA,2004,8,1557.36
10289,2004-09-03,Shipped,Vintage Cars,24,56.07,1345.68,Herkku Gifts,Bergen,NORWAY,Small,Unknown,EMEA,2004,9,1345.68
10304,2004-10-11,Shipped,Vintage Cars,37,48.52,1795.24,Auto Assoc. & Cie.,Versailles,FRANCE,Small,Unknown,EMEA,2004,10,1795.24
10312,2004-10-21,Shipped,Vintage Cars,25,44.21,1105.25,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2004,10,1105.25
10322,2004-11-04,Shipped,Vintage Cars,41,57.68,2364.88,Online Diecast Creations Co.,Nashua,USA,Small,NH,Unknown,2004,11,2364.88
10332,2004-11-17,Shipped,Vintage Cars,27,89.89,2427.03,"AV Stores, Co.",Manchester,UK,Small,Unknown,EMEA,2004,11,2427.03
10347,2004-11-29,Shipped,Vintage Cars,21,58.95,1237.95,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Small,Victoria,APAC,2004,11,1237.95
10356,2004-12-09,Shipped,Vintage Cars,22,72.41,1593.02,Lyon Souveniers,Paris,FRANCE,Small,Unknown,EMEA,2004,12,1593.02
10369,2005-01-20,Shipped,Vintage Cars,32,98.63,3156.16,Collectables For Less Inc.,Brickhaven,USA,Medium,MA,Unknown,2005,1,3156.16
10381,2005-02-17,Shipped,Vintage Cars,25,52.83,1320.75,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2005,2,1320.75
10391,2005-03-09,Shipped,Vintage Cars,42,100.0,4998.0,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2005,3,4200.0
10422,2005-05-30,In Process,Vintage Cars,25,51.75,1293.75,Diecast Classics Inc.,Allentown,USA,Small,PA,Unknown,2005,5,1293.75
10110,2003-03-18,Shipped,Classic Cars,37,100.0,5433.08,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2003,3,3700.0
10123,2003-05-20,Shipped,Classic Cars,26,100.0,3073.72,Atelier graphique,Nantes,FRANCE,Medium,Unknown,EMEA,2003,5,2600.0
10137,2003-07-10,Shipped,Classic Cars,44,99.55,4380.2,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2003,7,4380.2
10148,2003-09-11,Shipped,Classic Cars,47,100.0,5848.68,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2003,9,4700.0
10161,2003-10-17,Shipped,Classic Cars,43,100.0,6153.73,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2003,10,4300.0
10172,2003-11-05,Shipped,Classic Cars,42,100.0,4965.24,Gift Depot Inc.,Bridgewater,USA,Medium,CT,Unknown,2003,11,4200.0
10181,2003-11-12,Shipped,Classic Cars,42,100.0,5435.64,Herkku Gifts,Bergen,NORWAY,Medium,Unknown,EMEA,2003,11,4200.0
10192,2003-11-20,Shipped,Classic Cars,29,100.0,4258.36,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2003,11,2900.0
10204,2003-12-02,Shipped,Classic Cars,40,100.0,4032.0,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2003,12,4000.0
10212,2004-01-16,Shipped,Classic Cars,38,100.0,4492.36,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,3800.0
10226,2004-02-26,Shipped,Classic Cars,38,100.0,4161.38,Collectable Mini Designs Co.,San Diego,USA,Medium,CA,Unknown,2004,2,3800.0
10241,2004-04-13,Shipped,Classic Cars,21,100.0,2508.66,Mini Caravy,Strasbourg,FRANCE,Small,Unknown,EMEA,2004,4,2100.0
10253,2004-06-01,Cancelled,Classic Cars,24,100.0,3374.88,"UK Collectables, Ltd.",Liverpool,UK,Medium,Unknown,EMEA,2004,6,2400.0
10266,2004-07-06,Shipped,Classic Cars,36,100.0,5196.6,L'ordine Souveniers,Reggio Emilia,ITALY,Medium,Unknown,EMEA,2004,7,3600.0
10278,2004-08-06,Shipped,Classic Cars,23,100.0,2604.52,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2004,8,2300.0
10288,2004-09-01,Shipped,Classic Cars,20,100.0,2936.8,Handji Gifts& Co,Singapore,SINGAPORE,Small,Unknown,APAC,2004,9,2000.0
10301,2003-10-05,Shipped,Classic Cars,32,100.0,3424.64,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Medium,Unknown,EMEA,2003,10,3200.0
10311,2004-10-16,Shipped,Classic Cars,29,100.0,2923.2,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,10,2900.0
10321,2004-11-04,Shipped,Classic Cars,44,100.0,4489.76,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2004,11,4400.0
10331,2004-11-17,Shipped,Classic Cars,44,100.0,4849.24,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,PA,Unknown,2004,11,4400.0
10343,2004-11-24,Shipped,Classic Cars,36,100.0,5848.92,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2004,11,3600.0
10367,2005-01-12,Resolved,Classic Cars,49,56.3,2758.7,Toys4GrownUps.com,Pasadena,USA,Small,CA,Unknown,2005,1,2758.7
10378,2005-02-10,Shipped,Classic Cars,34,42.64,1449.76,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,2,1449.76
10407,2005-04-22,On Hold,Classic Cars,59,100.0,7048.14,The Sharp Gifts Warehouse,San Jose,USA,Large,CA,Unknown,2005,4,5900.0
10419,2005-05-17,Shipped,Classic Cars,37,100.0,5202.94,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2005,5,3700.0
10106,2003-02-17,Shipped,Planes,36,100.0,5279.4,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,2,3600.0
10119,2003-04-28,Shipped,Planes,43,100.0,6916.12,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2003,4,4300.0
10131,2003-06-16,Shipped,Planes,21,100.0,2781.66,Gift Ideas Corp.,Glendale,USA,Small,CT,Unknown,2003,6,2100.0
10143,2003-08-10,Shipped,Planes,32,100.0,5248.0,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2003,8,3200.0
10155,2003-10-06,Shipped,Planes,38,100.0,6531.44,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2003,10,3800.0
10167,2003-10-23,Cancelled,Planes,43,100.0,5763.72,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2003,10,4300.0
10178,2003-11-08,Shipped,Planes,42,100.0,6490.68,Alpha Cognac,Toulouse,FRANCE,Medium,Unknown,EMEA,2003,11,4200.0
10186,2003-11-14,Shipped,Planes,32,100.0,6004.8,"Double Decker Gift Stores, Ltd",London,UK,Medium,Unknown,EMEA,2003,11,3200.0
10198,2003-11-27,Shipped,Planes,42,100.0,7483.98,Cruz & Sons Co.,Makati City,PHILIPPINES,Large,Unknown,Japan,2003,11,4200.0
10210,2004-01-12,Shipped,Planes,31,100.0,5719.5,Osaka Souveniers Co.,Osaka,JAPAN,Medium,Osaka,Japan,2004,1,3100.0
10222,2004-02-19,Shipped,Planes,49,100.0,6954.08,Collectable Mini Designs Co.,San Diego,USA,Medium,CA,Unknown,2004,2,4900.0
10250,2004-05-11,Shipped,Planes,45,100.0,8160.3,The Sharp Gifts Warehouse,San Jose,USA,Large,CA,Unknown,2004,5,4500.0
10262,2004-06-24,Cancelled,Planes,49,100.0,6567.96,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,6,4900.0
10274,2004-07-21,Shipped,Planes,41,100.0,6724.0,Collectables For Less Inc.,Brickhaven,USA,Medium,MA,Unknown,2004,7,4100.0
10284,2004-08-21,Shipped,Planes,45,100.0,5747.85,"Norway Gifts By Mail, Co.",Oslo,NORWAY,Medium,Unknown,EMEA,2004,8,4500.0
10296,2004-09-15,Shipped,Planes,36,100.0,5676.84,"Bavarian Collectables Imports, Co.",Munich,GERMANY,Medium,Unknown,EMEA,2004,9,3600.0
10307,2004-10-14,Shipped,Planes,39,100.0,7379.97,"Classic Gift Ideas, Inc",Philadelphia,USA,Large,PA,Unknown,2004,10,3900.0
10316,2004-11-01,Shipped,Planes,27,100.0,3704.13,giftsbymail.co.uk,Cowes,UK,Medium,Isle of Wight,EMEA,2004,11,2700.0
10327,2004-11-10,Resolved,Planes,25,100.0,2804.75,Danish Wholesale Imports,Kobenhavn,DENMARK,Small,Unknown,EMEA,2004,11,2500.0
10338,2004-11-22,Shipped,Planes,41,100.0,5624.79,Royale Belge,Charleroi,BELGIUM,Medium,Unknown,EMEA,2004,11,4100.0
10351,2004-12-03,Shipped,Planes,39,99.52,3881.28,"Stylish Desk Decors, Co.",London,UK,Medium,Unknown,EMEA,2004,12,3881.2799999999997
10373,2005-01-31,Shipped,Planes,28,57.55,1611.4,"Oulu Toy Supplies, Inc.",Oulu,FINLAND,Small,Unknown,EMEA,2005,1,1611.3999999999999
10386,2005-03-01,Resolved,Planes,25,54.57,1364.25,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2005,3,1364.25
10398,2005-03-30,Shipped,Planes,33,100.0,4215.09,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2005,3,3300.0
10400,2005-04-01,Shipped,Planes,34,100.0,6433.82,The Sharp Gifts Warehouse,San Jose,USA,Medium,CA,Unknown,2005,4,3400.0
10416,2005-05-10,Shipped,Planes,24,100.0,4352.16,L'ordine Souveniers,Reggio Emilia,ITALY,Medium,Unknown,EMEA,2005,5,2400.0
10100,2003-01-06,Shipped,Vintage Cars,30,100.0,5151.0,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2003,1,3000.0
10110,2003-03-18,Shipped,Vintage Cars,42,100.0,6069.0,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2003,3,4200.0
10124,2003-05-21,Shipped,Vintage Cars,21,100.0,2856.0,Signal Gift Stores,Las Vegas,USA,Small,NV,Unknown,2003,5,2100.0
10149,2003-09-12,Shipped,Vintage Cars,34,100.0,5375.4,Signal Collectibles Ltd.,Brisbane,USA,Medium,CA,Unknown,2003,9,3400.0
10162,2003-10-18,Shipped,Vintage Cars,29,100.0,5176.5,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2003,10,2900.0
10173,2003-11-05,Shipped,Vintage Cars,24,100.0,3508.8,Rovelli Gifts,Bergamo,ITALY,Medium,Unknown,EMEA,2003,11,2400.0
